opponent_bot,round,cumulative_ks,is_adapting_now
Cardigan 1.09,24,0.06596729470935447,0
Cardigan 1.09,25,0.06626361656602597,0
Cardigan 1.09,26,0.06585674632676797,0
Cardigan 1.09,27,0.06562257209426903,0
Cardigan 1.09,28,0.06489773536193677,0
Cardigan 1.09,29,0.06433226339338283,0
Cardigan 1.09,30,0.06415213617969828,0
Cardigan 1.09,31,0.06392239373123232,0
Cardigan 1.09,32,0.06414604855140438,0
Cardigan 1.09,33,0.06374464975467165,0
Cardigan 1.09,34,0.06368104233941285,0
CassiusClay 2rho.02no,1,0.06207822085889571,0
CassiusClay 2rho.02no,2,0.06381625503693263,0
CassiusClay 2rho.02no,3,0.07249079031564182,0
CassiusClay 2rho.02no,4,0.05647623307049867,0
CassiusClay 2rho.02no,5,0.049055409484857336,0
CassiusClay 2rho.02no,6,0.05720215604219992,0
CassiusClay 2rho.02no,7,0.05570280734832701,0
CassiusClay 2rho.02no,8,0.057451077747474405,0
CassiusClay 2rho.02no,9,0.05616152851159075,0
CassiusClay 2rho.02no,10,0.055081167073025336,0
CassiusClay 2rho.02no,11,0.05561925630799343,0
CassiusClay 2rho.02no,12,0.05555037116865446,0
CassiusClay 2rho.02no,13,0.054669735785826665,0
CassiusClay 2rho.02no,14,0.05433361708789542,0
CassiusClay 2rho.02no,15,0.0548894114319054,0
CassiusClay 2rho.02no,16,0.055506614046830105,0
CassiusClay 2rho.02no,17,0.05475475821187936,0
CassiusClay 2rho.02no,18,0.055537617048756815,0
CassiusClay 2rho.02no,19,0.055292205880621226,0
CassiusClay 2rho.02no,20,0.05591001456757416,0
CassiusClay 2rho.02no,21,0.055271587483638585,0
CassiusClay 2rho.02no,22,0.05731473554731592,0
CassiusClay 2rho.02no,23,0.05807724492667832,0
CassiusClay 2rho.02no,24,0.05639773964577599,0
CassiusClay 2rho.02no,25,0.056343030272553496,0
CassiusClay 2rho.02no,26,0.05672842708024872,0
CassiusClay 2rho.02no,27,0.05665985760085834,0
CassiusClay 2rho.02no,28,0.0567697733901088,0
CassiusClay 2rho.02no,29,0.05752778172606654,0
CassiusClay 2rho.02no,30,0.057739016898367024,0
CassiusClay 2rho.02no,31,0.05869517791894041,0
CassiusClay 2rho.02no,32,0.05737013008225689,0
CassiusClay 2rho.02no,33,0.05648530285054365,0
CassiusClay 2rho.02no,34,0.05543480621897523,0
Chalk 2.6.Be,1,0.027163739130720867,0
Chalk 2.6.Be,2,0.01861101724514918,0
Chalk 2.6.Be,3,0.02510666775291443,0
Chalk 2.6.Be,4,0.02260893700385245,0
